train_accuracy,train_loss,validation_accuracy,validation_loss
0.390625,1.5791046619415283,0.375,1.4424474239349365
0.6015625,1.154062271118164,0.4375,1.403567910194397
0.5703125,1.169689416885376,0.3125,1.6954928636550903
0.6171875,1.1084531545639038,0.4375,1.2427033185958862
0.6171875,1.1359363794326782,0.4375,1.342279314994812
0.671875,0.9873495101928711,0.5,1.2812942266464233
0.609375,1.0101438760757446,0.75,1.0085200071334839
0.7578125,0.9113472700119019,0.625,1.1542686223983765
0.78125,0.8068040013313293,0.5,1.382104754447937
0.78125,0.7321895360946655,0.8125,0.9361565113067627
0.7890625,0.6952882409095764,0.8125,0.8942116498947144
0.78125,0.7116355895996094,0.5625,1.061222791671753
0.71875,0.773911714553833,0.625,1.1789872646331787
0.765625,0.7349687218666077,0.6875,0.9043843150138855
0.8203125,0.6620085835456848,0.375,1.5177462100982666
0.8046875,0.669866681098938,0.6875,0.8514586687088013
0.7734375,0.7467125654220581,0.75,0.8534615635871887
0.84375,0.6021201610565186,0.625,1.0593279600143433
0.796875,0.699521541595459,0.5625,1.3966937065124512
0.8359375,0.6496169567108154,0.625,1.0234605073928833
