train_accuracy,train_loss,validation_accuracy,validation_loss
0.3984375,1.568114995956421,0.375,1.489569902420044
0.6015625,1.1599624156951904,0.5,1.429491639137268
0.5859375,1.166445255279541,0.375,1.5984479188919067
0.625,1.1038110256195068,0.4375,1.3713668584823608
0.59375,1.1525819301605225,0.5,1.33090341091156
0.671875,0.9955010414123535,0.375,1.4207099676132202
0.609375,1.0346049070358276,0.625,0.9937347173690796
0.71875,0.9584962129592896,0.625,1.0468684434890747
0.7734375,0.7873290181159973,0.4375,1.4626970291137695
0.765625,0.738749623298645,0.8125,0.9534891843795776
0.7890625,0.6865310072898865,0.6875,0.9738274812698364
0.78125,0.6753527522087097,0.5,1.0552315711975098
0.7578125,0.7671722173690796,0.625,1.1539901494979858
0.7265625,0.7525764107704163,0.6875,1.065882921218872
0.8671875,0.616742730140686,0.4375,1.4780569076538086
0.8125,0.6456264853477478,0.6875,0.9330505132675171
0.78125,0.7219571471214294,0.75,0.8804814219474792
0.8203125,0.6229549050331116,0.6875,1.0613157749176025
0.8046875,0.6835632920265198,0.5625,1.3330219984054565
0.8359375,0.6557180881500244,0.625,1.076888084411621
