train_loss,validation_loss,train_variance,validation_variance
3.651954732221714,3.610227727890014,12.091443061828613,10.808225631713867
3.2603704031775975,3.305077028274536,19.351655960083008,25.608243942260742
3.205820207034842,3.2486611366271974,93.58956909179688,56.996826171875
2.9944245787227857,3.0993189096450804,88.11121368408203,85.00157165527344
2.877193652882295,3.091253399848938,24.060626983642578,29.737768173217773
2.8731119688819433,3.04553050994873,13.338543891906738,15.29180908203125
2.7179464760948644,2.9852055311203003,20.710214614868164,24.5472354888916
2.6205409134135524,2.9062805175781254,15.743191719055176,20.77056312561035
2.5965834028580597,2.9384735822677617,24.05996322631836,31.60179901123047
2.5342401448418106,2.8984199047088626,19.04388427734375,24.388225555419922
2.5114908358630013,2.956874442100525,31.126609802246094,40.28096389770508
2.2867426142973053,2.7865318298339843,35.690303802490234,45.825862884521484
2.251945669510785,2.7552206754684447,36.36854553222656,46.65913009643555
2.25392375272863,2.7811078310012816,38.80931854248047,54.6909294128418
2.2235940807005945,2.7698176145553584,38.00252914428711,53.31894302368164
2.228206118415384,2.7586189389228823,36.944881439208984,49.61714172363281
2.213977925917682,2.799138903617859,40.74230194091797,59.818233489990234
2.194369978063246,2.7599030494689933,40.42295455932617,55.8724479675293
2.191163570740643,2.809847617149353,42.97596740722656,62.21731185913086
2.2030105366426356,2.8265214443206785,46.30124282836914,63.62613296508789
