train_accuracy,train_loss,validation_accuracy,validation_loss
0.8828125,0.21748477220535278,0.7890625,1.2192614078521729
0.921875,0.3274342119693756,0.796875,0.7590118646621704
0.953125,0.08204029500484467,0.84375,0.5605883002281189
0.9375,0.17553529143333435,0.8515625,0.8317688703536987
0.9375,0.14470438659191132,0.84375,0.7420164346694946
0.953125,0.0889119952917099,0.8359375,0.5333052277565002
0.96875,0.10499131679534912,0.8359375,0.7256328463554382
1.0,0.014602781273424625,0.8671875,0.5307747721672058
1.0,0.0163967814296484,0.84375,0.7399953007698059
0.9921875,0.022480102255940437,0.8359375,0.7771916389465332
0.9921875,0.0276592206209898,0.828125,0.8750973343849182
1.0,0.016393844038248062,0.8828125,0.8809623718261719
1.0,0.002714457456022501,0.828125,0.9825316071510315
1.0,0.0017108989413827658,0.8125,1.330458164215088
1.0,0.001462323241867125,0.875,0.7033932209014893
1.0,0.001399519038386643,0.859375,0.7002250552177429
1.0,0.0005582605954259634,0.859375,0.7702775001525879
1.0,0.00035496221971698105,0.828125,1.1326005458831787
1.0,0.00044855830492451787,0.796875,1.7878611087799072
1.0,0.00037491126568056643,0.8046875,1.4226770401000977
