train_accuracy,train_loss,validation_accuracy,validation_loss
0.4140625,1.5671136379241943,0.375,1.4842603206634521
0.609375,1.1607214212417603,0.4375,1.467392086982727
0.5703125,1.1611225605010986,0.375,1.6038655042648315
0.6171875,1.0905568599700928,0.5,1.2461577653884888
0.6171875,1.1547578573226929,0.5,1.3123462200164795
0.6796875,0.9983495473861694,0.5,1.4074876308441162
0.625,1.0178989171981812,0.6875,1.0130585432052612
0.734375,0.9282963871955872,0.625,1.0974193811416626
0.7734375,0.7927746176719666,0.4375,1.431786060333252
0.7890625,0.7116149663925171,0.8125,0.9235519766807556
0.8046875,0.6764697432518005,0.6875,0.9777514934539795
0.7578125,0.6917612552642822,0.5625,1.088409662246704
0.7421875,0.7484526634216309,0.5625,1.1812303066253662
0.78125,0.7112016677856445,0.5625,1.0066434144973755
0.8515625,0.6106321215629578,0.4375,1.4626020193099976
0.828125,0.6423200964927673,0.6875,0.9051794409751892
0.765625,0.7436549663543701,0.6875,0.9151081442832947
0.8203125,0.6212739944458008,0.6875,1.0599040985107422
0.78125,0.6971699595451355,0.5625,1.321022868156433
0.828125,0.6496173143386841,0.625,1.0866217613220215
