train_accuracy,train_loss,validation_accuracy,validation_loss
0.125,3.1232612133026123,0.25,5.155027389526367
0.15625,4.819809436798096,0.15625,3.4776954650878906
0.34375,4.612320423126221,0.34375,2.163416862487793
0.1875,3.206134796142578,0.34375,2.415874719619751
0.1875,2.849952220916748,0.15625,3.1251072883605957
0.25,4.63676643371582,0.34375,2.6795365810394287
0.28125,2.470364570617676,0.25,2.8010902404785156
0.34375,1.7461236715316772,0.3125,1.7400413751602173
0.375,1.7002763748168945,0.40625,1.8024719953536987
0.53125,1.6658923625946045,0.28125,1.6499075889587402
0.4375,1.553210973739624,0.3125,1.8225371837615967
0.40625,1.712510347366333,0.34375,2.12800669670105
0.46875,1.4191434383392334,0.5625,1.713599681854248
0.4375,1.834945559501648,0.34375,2.3128976821899414
0.3125,1.5645709037780762,0.40625,1.8057096004486084
0.5,1.4237959384918213,0.375,1.4945197105407715
0.34375,1.7061291933059692,0.46875,1.311983585357666
0.34375,1.62788987159729,0.5,1.5455842018127441
0.53125,1.286292314529419,0.5625,1.2119837999343872
0.4375,1.536926507949829,0.53125,1.4325683116912842
0.46875,1.4186125993728638,0.34375,1.7402493953704834
0.6875,0.9648019671440125,0.375,1.586032748222351
0.59375,1.1182901859283447,0.6875,1.0039979219436646
0.65625,1.2351082563400269,0.4375,1.5281559228897095
0.625,1.2772033214569092,0.4375,1.4910284280776978
0.65625,0.998910665512085,0.375,1.6631064414978027
0.65625,1.9986709356307983,0.4375,1.4746662378311157
0.46875,1.2469714879989624,0.625,1.3256860971450806
0.53125,1.1748205423355103,0.71875,1.320386528968811
0.53125,1.4051064252853394,0.46875,1.4273768663406372
