train_loss,validation_loss,train_variance,validation_variance
13.258620946547563,13.084035587310792,10.616440773010254,11.559123992919922
11.545474366580738,11.390741920471191,9.499980926513672,7.65941047668457
10.894725563946894,10.746019744873045,7.00954008102417,6.98133659362793
10.411198200899006,10.28775863647461,7.460448265075684,9.040058135986328
9.999284026202032,9.884877490997313,3.4971086978912354,3.358025074005127
9.874864892398612,9.76532802581787,4.974156379699707,4.999029159545898
9.858926021351538,9.752521324157716,4.70076847076416,5.164975166320801
9.665807488385367,9.573501396179198,3.931142568588257,3.737604856491089
9.747045404770796,9.644905185699463,5.004831790924072,5.576082229614258
9.591065720950857,9.493820571899414,4.301647663116455,5.106560707092285
9.60715369056253,9.508451175689697,4.592498779296875,6.087929725646973
9.489081943736357,9.405567169189453,4.574183940887451,4.415281772613525
9.482002886603865,9.391811990737915,4.8348283767700195,5.358076095581055
9.476473101447612,9.408999156951905,5.006744861602783,5.733027935028076
9.472464404386637,9.408271026611327,5.175187110900879,5.1763997077941895
9.472903004814599,9.374533414840696,5.14168643951416,6.022420883178711
9.464373633440804,9.39248571395874,5.051202297210693,5.466053485870361
9.459858916787542,9.369124412536621,5.486810684204102,6.150636672973633
9.454455588845645,9.387141513824464,5.452849388122559,6.466837406158447
9.454249763488768,9.377912425994872,5.278454303741455,5.879833221435547
