train_accuracy,train_loss,validation_accuracy,validation_loss
0.25,2.8963868618011475,0.34375,1.8448874950408936
0.25,2.3395204544067383,0.21875,2.636183977127075
0.15625,2.72110915184021,0.34375,1.970937967300415
0.28125,1.873761534690857,0.34375,2.0989184379577637
0.375,2.3225255012512207,0.375,2.4770615100860596
0.34375,2.2683379650115967,0.34375,1.997632622718811
0.34375,1.7747433185577393,0.21875,2.75998592376709
0.40625,1.968177080154419,0.40625,1.6563148498535156
0.28125,2.736123561859131,0.34375,1.9135138988494873
0.4375,1.587670922279358,0.40625,5.358516216278076
0.34375,1.947624921798706,0.53125,1.6434004306793213
0.53125,3.443660020828247,0.46875,1.715285062789917
0.375,1.6789072751998901,0.46875,1.6667908430099487
0.28125,2.1775283813476562,0.4375,2.359632968902588
0.34375,2.964982271194458,0.4375,1.5006179809570312
0.46875,1.503687858581543,0.34375,1.7036305665969849
0.375,1.9319099187850952,0.40625,1.2777217626571655
0.40625,2.2283599376678467,0.4375,1.4683505296707153
0.59375,1.4027786254882812,0.28125,3.0020015239715576
0.5625,1.2862880229949951,0.46875,1.7055745124816895
0.5625,1.557325839996338,0.5,1.2989362478256226
0.59375,1.1418083906173706,0.5625,1.4108412265777588
0.34375,1.611495852470398,0.4375,1.4995193481445312
0.5,1.2583622932434082,0.5,1.5705852508544922
0.53125,1.2856671810150146,0.6875,1.002808690071106
0.46875,1.9190446138381958,0.5625,1.3466302156448364
0.5625,1.7204781770706177,0.5625,1.3822969198226929
0.625,1.2433950901031494,0.65625,1.1644366979599
0.59375,1.3261758089065552,0.375,1.712033748626709
0.625,1.229366660118103,0.625,1.010944128036499
