train_accuracy,train_loss,validation_accuracy,validation_loss
0.4296875,1.741795301437378,0.4609375,1.6388845443725586
0.484375,1.7288025617599487,0.484375,1.4800695180892944
0.578125,1.2151222229003906,0.625,1.192226767539978
0.5703125,1.1909239292144775,0.6171875,1.128365159034729
0.734375,0.7336047887802124,0.5859375,1.0487595796585083
0.7578125,0.7910125851631165,0.65625,1.056065320968628
0.75,0.7697365880012512,0.7734375,0.6453842520713806
0.734375,0.677493155002594,0.7265625,0.782895028591156
0.71875,0.8699683547019958,0.6640625,1.0827728509902954
0.8046875,0.5195682644844055,0.7578125,0.7324883937835693
0.8515625,0.4477883577346802,0.765625,0.7448853850364685
0.8203125,0.5783708691596985,0.734375,0.7444561719894409
0.828125,0.43488505482673645,0.8046875,0.5676177740097046
0.796875,0.5367978811264038,0.7421875,0.8081527352333069
0.859375,0.35303622484207153,0.7578125,0.6444870233535767
0.890625,0.3687165379524231,0.8203125,0.5197867751121521
0.890625,0.3487873375415802,0.8203125,0.5124396681785583
0.8984375,0.2767292559146881,0.8203125,0.4544197618961334
0.8828125,0.36860641837120056,0.71875,0.7390772104263306
0.921875,0.20234185457229614,0.90625,0.3496646285057068
0.9140625,0.24754826724529266,0.84375,0.48255258798599243
0.9375,0.24742285907268524,0.8671875,0.3688715100288391
0.953125,0.2374645322561264,0.859375,0.5068947672843933
0.9609375,0.1974189281463623,0.828125,0.5293867588043213
0.9453125,0.18671222031116486,0.8046875,0.5812553763389587
0.984375,0.17276090383529663,0.8515625,0.46811360120773315
0.96875,0.1683659851551056,0.8359375,0.454521507024765
0.9296875,0.2681522071361542,0.8984375,0.34411320090293884
0.890625,0.2998829185962677,0.7890625,0.7270243167877197
0.96875,0.2235105335712433,0.8515625,0.45920220017433167
