train_loss,validation_loss,train_variance,validation_variance
5.696715702730068,5.6361334323883066,8.603973388671875,8.870197296142578
4.190256514268763,4.140854597091675,6.063488006591797,6.3402934074401855
3.5638254418092616,3.53129312992096,3.663950204849243,3.8711979389190674
3.47389173227198,3.4535160303115844,5.268683433532715,5.642967224121094
3.413350262361413,3.404690146446228,5.579050540924072,6.071052074432373
3.6513626631568465,3.648128247261047,8.640116691589355,8.950654029846191
3.2490463004392733,3.260124373435974,5.485593795776367,5.953310966491699
3.2893239666433898,3.3165586709976194,7.503002166748047,8.203906059265137
3.153488526624793,3.1981519460678096,6.221140384674072,6.9720916748046875
3.1204769050373753,3.182267165184021,6.900513648986816,7.483721733093262
3.027311709347895,3.090873575210571,6.146158218383789,6.906867027282715
2.876858618680169,2.953572344779968,6.956658363342285,7.933907985687256
2.8633455108193786,2.950987672805786,7.649235725402832,8.664855003356934
2.858354621775011,2.9432933568954467,7.945014476776123,9.077722549438477
2.8526215160594264,2.9540188789367674,8.233826637268066,9.523136138916016
2.841951720854816,2.9484693050384525,8.416748046875,9.597569465637207
2.8383933516109696,2.9419900655746463,8.64373779296875,9.924741744995117
2.8290565238279455,2.930509090423584,8.987138748168945,10.2194242477417
2.8259547654320207,2.932954025268555,9.123751640319824,10.484394073486328
2.8222194166744456,2.9402146100997926,9.518192291259766,10.623799324035645
