train_accuracy,train_loss,validation_accuracy,validation_loss
0.90625,0.1944335252046585,0.796875,0.9108762145042419
0.9140625,0.2978983521461487,0.828125,0.572795033454895
0.984375,0.05111464858055115,0.8515625,0.40702998638153076
0.953125,0.10935252904891968,0.859375,0.8280863761901855
0.9609375,0.15152105689048767,0.84375,0.8391100168228149
0.9765625,0.07086294144392014,0.8984375,0.32475244998931885
0.9921875,0.04707992821931839,0.859375,0.5542305111885071
0.9921875,0.016909543424844742,0.8515625,0.7277570962905884
0.984375,0.029419660568237305,0.859375,0.9010125398635864
1.0,0.004967798944562674,0.8515625,0.7230217456817627
1.0,0.004274274688214064,0.8046875,1.123731255531311
1.0,0.0015714098699390888,0.890625,0.9090456962585449
1.0,0.00041919536306522787,0.828125,1.2601903676986694
1.0,0.00019661468104459345,0.8359375,1.5296798944473267
1.0,0.00037525082007050514,0.84375,0.8955627083778381
1.0,0.00026839046040549874,0.8515625,0.7587010860443115
1.0,0.0002597272105049342,0.875,0.8160667419433594
1.0,0.00011690038081724197,0.828125,1.538222074508667
1.0,0.00013806295464746654,0.7734375,2.3366448879241943
1.0,0.0001567472645547241,0.796875,1.62498140335083
