train_accuracy,train_loss,validation_accuracy,validation_loss
0.125,2.4594712257385254,0.125,3.397569417953491
0.09375,3.005680561065674,0.1875,2.9062788486480713
0.28125,2.189675807952881,0.1875,3.1969544887542725
0.375,2.7009291648864746,0.3125,2.8558030128479004
0.3125,2.431147336959839,0.40625,1.7887214422225952
0.34375,1.5590354204177856,0.3125,1.8411805629730225
0.53125,1.621622085571289,0.40625,1.4375511407852173
0.40625,1.5670135021209717,0.46875,1.5057487487792969
0.375,1.6397428512573242,0.28125,2.372718334197998
0.34375,1.8508886098861694,0.46875,1.832996129989624
0.375,1.655338168144226,0.65625,1.1696053743362427
0.4375,1.4794979095458984,0.21875,1.8845417499542236
0.40625,1.4604085683822632,0.5,1.3104382753372192
0.4375,1.3416837453842163,0.59375,1.2963500022888184
0.53125,1.178905963897705,0.4375,1.7852096557617188
0.46875,2.509211301803589,0.46875,1.1981801986694336
0.375,1.6783902645111084,0.4375,1.5136675834655762
0.46875,1.1677392721176147,0.5625,1.8257116079330444
0.46875,1.9310208559036255,0.46875,1.6360509395599365
0.46875,1.509587287902832,0.71875,0.969541072845459
0.4375,1.4203468561172485,0.59375,1.2743093967437744
0.46875,1.368070125579834,0.53125,1.2708886861801147
0.625,0.9922831654548645,0.625,0.9382213354110718
0.4375,1.4762961864471436,0.53125,1.3868637084960938
0.59375,1.2598965167999268,0.625,0.9707955121994019
0.53125,1.1126821041107178,0.53125,1.5132575035095215
0.5,1.3958053588867188,0.46875,1.442886233329773
0.65625,1.167829990386963,0.6875,1.0866639614105225
0.65625,1.0427321195602417,0.65625,0.9697360992431641
0.59375,0.998742938041687,0.5625,1.0827795267105103
