train_accuracy,train_loss,validation_accuracy,validation_loss
0.9609375,0.17836527526378632,0.8125,0.6823556423187256
0.921875,0.19545814394950867,0.84375,0.38285189867019653
0.9296875,0.19268105924129486,0.890625,0.2530263066291809
0.9453125,0.1516319066286087,0.875,0.3621237874031067
0.9609375,0.1073148176074028,0.8359375,0.5945047736167908
0.953125,0.16939932107925415,0.921875,0.19761300086975098
0.9765625,0.057611510157585144,0.9140625,0.21012093126773834
0.9765625,0.08383339643478394,0.875,0.35258394479751587
0.96875,0.07150961458683014,0.828125,0.7626871466636658
0.9765625,0.09560036659240723,0.84375,0.535988450050354
0.9765625,0.05716093257069588,0.890625,0.45211076736450195
1.0,0.0033803475089371204,0.8515625,0.6262243986129761
1.0,0.012957260943949223,0.8984375,0.5069697499275208
0.9921875,0.016930019482970238,0.9140625,0.23385675251483917
1.0,0.003708026371896267,0.9296875,0.28642791509628296
1.0,0.0007909006671980023,0.8828125,0.6684387922286987
1.0,0.0007252975483424962,0.90625,0.5102563500404358
1.0,0.0005309536936692894,0.90625,0.500481128692627
1.0,0.0008476846851408482,0.9296875,0.7021210193634033
1.0,0.0007257760153152049,0.8984375,0.5024401545524597
