train_accuracy,train_loss,validation_accuracy,validation_loss
0.6015625,1.0715596675872803,0.5,1.4034113883972168
0.71875,0.8142555356025696,0.59375,1.2442649602890015
0.7421875,0.8250903487205505,0.625,1.0944966077804565
0.796875,0.5386439561843872,0.6875,0.9036207795143127
0.84375,0.4799079895019531,0.703125,0.9635809659957886
0.890625,0.37794822454452515,0.71875,0.838826060295105
0.9140625,0.22666242718696594,0.6953125,0.8860971927642822
0.9140625,0.25256919860839844,0.65625,0.9866719245910645
0.9765625,0.0755491629242897,0.7265625,1.1591378450393677
1.0,0.03671223297715187,0.7421875,0.8934372067451477
0.9921875,0.02554483525454998,0.7578125,1.074526309967041
1.0,0.00263882870785892,0.703125,1.5502421855926514
1.0,0.0016881977207958698,0.78125,0.9189910888671875
1.0,0.0010063897352665663,0.7421875,1.4425455331802368
1.0,0.0012208260595798492,0.734375,1.203674554824829
1.0,0.001050642691552639,0.734375,1.314744472503662
1.0,0.0005624669138342142,0.765625,1.2625881433486938
1.0,0.0011087661841884255,0.7890625,1.0577335357666016
1.0,0.0006491669337265193,0.7421875,1.2291021347045898
1.0,0.0003778758109547198,0.78125,0.8228240013122559
