train_accuracy,train_loss,validation_accuracy,validation_loss
0.9296875,0.20653140544891357,0.828125,0.6732590794563293
0.90625,0.1891714334487915,0.875,0.27932024002075195
0.953125,0.15448078513145447,0.9140625,0.23580940067768097
0.96875,0.1030992940068245,0.8671875,0.32082900404930115
0.96875,0.08319669961929321,0.875,0.559160053730011
0.984375,0.06884676218032837,0.9296875,0.1413833051919937
0.984375,0.03701143339276314,0.8984375,0.38738352060317993
0.9921875,0.03181784600019455,0.8671875,0.47093215584754944
0.9609375,0.07615051418542862,0.8359375,0.6874905228614807
1.0,0.010444545187056065,0.859375,0.6073430776596069
1.0,0.00827560480684042,0.890625,0.5191587209701538
1.0,0.0012228288687765598,0.8671875,0.6188172101974487
1.0,0.00145455461461097,0.875,0.6277560591697693
1.0,0.0008080533589236438,0.9375,0.25631001591682434
1.0,0.0007666941964998841,0.90625,0.46776092052459717
1.0,0.00033338944194838405,0.890625,0.7485408782958984
1.0,0.00024424761068075895,0.8828125,0.6904740929603577
1.0,0.0002727788523770869,0.90625,0.6505671143531799
1.0,0.0002999406715389341,0.9140625,0.8344144821166992
1.0,0.0003496284771244973,0.9140625,0.5806429982185364
