train_accuracy,train_loss,validation_accuracy,validation_loss
0.25,2.082176446914673,0.21875,3.173903226852417
0.5,1.592257022857666,0.4375,1.3860787153244019
0.53125,1.094398021697998,0.53125,1.2215924263000488
0.5,1.427524209022522,0.65625,1.224648118019104
0.59375,1.0706597566604614,0.625,1.2853792905807495
0.53125,1.289878249168396,0.65625,1.1550592184066772
0.59375,1.0648517608642578,0.625,1.158746600151062
0.5625,0.9135943055152893,0.59375,1.049705147743225
0.625,0.9807424545288086,0.8125,0.6839048862457275
0.6875,1.0476200580596924,0.65625,0.7748616933822632
0.78125,0.6713927984237671,0.71875,0.5234149098396301
0.75,0.6300418972969055,0.71875,0.7882683277130127
0.8125,0.6261807084083557,0.65625,0.7866177558898926
0.6875,0.9408618807792664,0.6875,0.7469457983970642
0.8125,0.5674470067024231,0.59375,1.1216241121292114
0.8125,0.4764769673347473,0.84375,0.47361570596694946
0.8125,0.6370686292648315,0.6875,0.7771886587142944
0.84375,0.4724399149417877,0.9375,0.2984495460987091
0.75,0.4774007797241211,0.84375,0.511252760887146
0.90625,0.34202268719673157,0.875,0.35981976985931396
0.90625,0.3467054069042206,0.8125,0.4045962989330292
0.75,0.6156105995178223,0.875,0.2800959646701813
0.84375,0.4132956862449646,0.8125,0.46099233627319336
0.6875,0.6408602595329285,0.875,0.3412248194217682
0.75,0.5568566918373108,0.90625,0.46605566143989563
