train_accuracy,train_loss,validation_accuracy,validation_loss
0.4296875,1.5506126880645752,0.439453125,1.5260206460952759
0.490234375,1.4500335454940796,0.537109375,1.2892087697982788
0.53125,1.2863272428512573,0.62109375,1.123095989227295
0.638671875,1.0592623949050903,0.671875,0.9077059030532837
0.583984375,1.1093058586120605,0.603515625,1.1357172727584839
0.68359375,0.8672617077827454,0.671875,0.8827107548713684
0.6953125,0.9357225298881531,0.728515625,0.8128064274787903
0.73828125,0.7364365458488464,0.751953125,0.6950091123580933
0.75,0.6877619624137878,0.724609375,0.701366126537323
0.75390625,0.6854720115661621,0.744140625,0.6959447860717773
0.787109375,0.5930516719818115,0.7734375,0.5932466983795166
0.779296875,0.6287350058555603,0.791015625,0.5956133604049683
0.818359375,0.5490387082099915,0.787109375,0.6118621230125427
0.82421875,0.45994892716407776,0.798828125,0.5586338639259338
0.81640625,0.48226094245910645,0.8125,0.5493942499160767
0.845703125,0.4339895248413086,0.8203125,0.526375949382782
0.828125,0.4534786343574524,0.859375,0.4820372760295868
0.830078125,0.43091070652008057,0.853515625,0.42618823051452637
0.888671875,0.3387727737426758,0.865234375,0.3910733461380005
0.86328125,0.3410758078098297,0.828125,0.5577218532562256
0.8671875,0.3413320481777191,0.830078125,0.4960974156856537
0.880859375,0.32756099104881287,0.84375,0.5158436894416809
0.9140625,0.23503658175468445,0.880859375,0.39502671360969543
0.900390625,0.2787512540817261,0.84375,0.42185041308403015
0.92578125,0.26037970185279846,0.876953125,0.40902724862098694
0.904296875,0.28358519077301025,0.853515625,0.5085010528564453
0.884765625,0.2960154116153717,0.849609375,0.503752589225769
0.912109375,0.2604273855686188,0.8515625,0.47961902618408203
0.916015625,0.24749071896076202,0.87109375,0.4034726917743683
0.931640625,0.19528314471244812,0.88671875,0.3406012952327728
