train_loss,validation_loss,train_variance,validation_variance
12.046845279020427,11.8822340965271,0.41800832748413086,0.4482455253601074
11.095256334192609,10.939911270141602,3.779014825820923,4.27030086517334
11.925767640506521,11.769973087310792,10.556302070617676,11.11260986328125
10.217525392420152,10.086352729797364,6.246487140655518,6.496571063995361
9.982494937672334,9.868743801116944,4.5308098793029785,4.647189617156982
10.106266941743735,9.978009796142578,2.545973300933838,2.0928032398223877
9.820063243192783,9.69610776901245,4.34036111831665,4.483949184417725
9.81820780810188,9.702134990692139,3.9641473293304443,3.790449619293213
9.75682836420396,9.630604267120363,4.322141647338867,5.411995887756348
9.628742868760051,9.520140552520752,4.203124046325684,4.949179172515869
9.966394727370318,9.864417934417723,5.697351932525635,7.9614081382751465
9.51206720015582,9.417155694961549,4.189023017883301,4.060857772827148
9.504617253471823,9.400263357162476,4.360464572906494,4.954565525054932
9.497803284140197,9.416883659362794,4.53822135925293,5.443314552307129
9.494188589208271,9.420315551757811,4.606953144073486,4.718350410461426
9.494558816797598,9.379995155334473,4.7663254737854,4.906073093414307
9.485062587962434,9.402563190460205,4.575528144836426,5.397922515869141
9.481302452087405,9.375390625,4.962920665740967,5.156553745269775
9.476417440526626,9.399676513671876,4.891106128692627,5.251003742218018
9.476815930534809,9.38694677352905,4.71910285949707,5.281742572784424
