train_loss,validation_loss,train_variance,validation_variance
5.699451586779425,5.623496341705322,6.223990440368652,7.194919109344482
3.970609597598805,3.910256481170654,3.454782009124756,3.9284236431121826
3.8183730546165924,3.783772015571594,5.928119659423828,6.3304762840271
3.5878465876859775,3.57067768573761,5.520535469055176,6.459519863128662
3.409236551733577,3.4045678377151494,5.634598731994629,5.60191535949707
3.8430042407091927,3.8478032827377318,10.532369613647461,13.425429344177246
3.1454391170950484,3.1719233989715576,5.170533657073975,6.067893981933594
3.0928076519685628,3.1320141077041628,5.4457688331604,5.944429397583008
3.081091011271757,3.1255613565444946,5.831338405609131,6.590854644775391
3.113249986311968,3.168095135688782,6.546533584594727,7.121331214904785
3.0065676885492656,3.090222954750061,7.040643692016602,7.637508392333984
2.870658910975738,2.960004878044128,7.190927982330322,8.09560775756836
2.8580498779521273,2.9433485507965087,7.915496349334717,9.37791919708252
2.8490070791805486,2.954069209098815,8.436326026916504,9.438539505004883
2.8418982337502867,2.9571616888046264,8.51318359375,9.968544006347656
2.8399998216068045,2.930646944046021,8.507370948791504,10.549558639526367
2.830074997509226,2.940441727638245,8.68673038482666,9.775615692138672
2.822950652066399,2.925410938262939,9.300028800964355,10.49065113067627
2.815539766760434,2.9392656326293944,9.414447784423828,10.691099166870117
2.8134543699376744,2.9398168563842773,9.77721881866455,11.146224975585938
