train_loss,validation_loss,train_variance,validation_variance
3.6431908186744226,3.610410785675049,16.107969284057617,17.165973663330078
3.2681270122528074,3.2816092491149895,16.84640121459961,25.049388885498047
3.0898096785825846,3.1689535140991216,20.04352569580078,20.650407791137695
3.057443341086893,3.13971848487854,15.542475700378418,25.875747680664062
2.955708669213686,3.085898733139038,15.743115425109863,20.034143447875977
2.895269637949326,3.056048369407654,16.593992233276367,30.207111358642578
2.767134655223173,2.998056125640869,20.913330078125,29.607215881347656
2.657910658331477,2.9424856901168823,20.798274993896484,27.762943267822266
2.6915453462039722,2.9524794816970825,23.300460815429688,22.787364959716797
2.6568990819594434,2.940244507789612,16.787525177001953,25.069358825683594
2.6216423876145307,2.921557307243347,17.283432006835938,25.9570369720459
2.322386382607853,2.7807720184326175,33.165985107421875,43.23453140258789
2.2887833735522105,2.7519506096839903,32.067649841308594,43.748878479003906
2.2834168686586263,2.781527757644653,34.253021240234375,47.46122741699219
2.264178921194637,2.7870271682739256,33.81344223022461,48.19409942626953
2.253000848433552,2.7428403377532957,33.052921295166016,46.771427154541016
2.253779517903047,2.7795378208160404,36.232242584228516,47.322113037109375
2.2322678594028247,2.7521727561950686,37.090999603271484,48.19811248779297
2.214300021003275,2.7800163984298707,39.4973258972168,56.31285095214844
2.2120839974459474,2.7811054944992066,38.83835220336914,57.041900634765625
