train_loss,validation_loss,train_variance,validation_variance
12.166753589405731,12.007877063751222,1.9522910118103027,2.251944065093994
11.860832214355467,11.706561279296878,6.190214157104492,6.713670253753662
14.61455105052275,14.42672119140625,109.97774505615234,93.986328125
10.662881200453816,10.53566598892212,7.477311611175537,8.777017593383789
10.075162225611075,9.957375526428223,5.567080974578857,6.469345569610596
10.024917108872357,9.886622714996339,2.752485990524292,2.153559446334839
9.711683093800264,9.584107303619383,3.9591829776763916,4.304481029510498
10.031398907829734,9.902241325378418,2.156342029571533,1.8032526969909668
9.841429115744198,9.719795227050781,4.666790962219238,5.660869121551514
9.69960597543155,9.589372825622558,4.424679756164551,4.843388080596924
9.684028109382181,9.576935482025146,4.741764068603516,5.765031814575195
9.510680176230041,9.41831340789795,4.335381984710693,4.021590232849121
9.502902569490317,9.399078750610352,4.437664985656738,4.9251275062561035
9.497714592428764,9.41482458114624,4.68328857421875,5.619622707366943
9.493760804569023,9.415317726135253,4.7568769454956055,4.9457807540893555
9.493433851354265,9.381478738784791,4.714652061462402,5.5962677001953125
9.484932641422047,9.401770210266113,4.679519176483154,4.959205150604248
9.481329413021315,9.376935243606567,5.136797904968262,5.358523368835449
9.475341000276453,9.394304752349854,5.135130882263184,5.269549369812012
9.474933276456944,9.386098432540894,4.8411784172058105,4.83140230178833
