train_accuracy,train_loss,validation_accuracy,validation_loss
0.3125,2.5023605823516846,0.375,1.8912529945373535
0.25,2.4310150146484375,0.5,1.785646915435791
0.375,1.998013973236084,0.28125,1.9620014429092407
0.375,2.0908501148223877,0.34375,2.0768678188323975
0.375,1.6253859996795654,0.46875,1.4363682270050049
0.4375,1.5774781703948975,0.4375,1.5212687253952026
0.4375,1.730961561203003,0.375,1.8169888257980347
0.4375,1.4053332805633545,0.5625,1.0968091487884521
0.5625,1.3839117288589478,0.5625,1.2345656156539917
0.6875,1.1493637561798096,0.4375,1.2982908487319946
0.4375,1.4231913089752197,0.5625,1.249497652053833
0.65625,1.0628046989440918,0.65625,0.9707043766975403
0.6875,0.8688112497329712,0.75,0.727196991443634
0.375,1.1770657300949097,0.625,0.8977826833724976
0.875,0.7032821178436279,0.625,0.9964035749435425
0.625,0.8360247611999512,0.75,0.7738856673240662
0.71875,0.6578909158706665,0.75,0.8935805559158325
0.75,0.6435250639915466,0.78125,0.678152859210968
0.6875,1.0228970050811768,0.6875,0.9504706859588623
0.6875,0.9391412138938904,0.65625,0.9536583423614502
0.75,0.7436450123786926,0.71875,0.825071394443512
0.75,0.759768545627594,0.84375,0.4640907943248749
0.75,0.5427767038345337,0.71875,0.9096184372901917
0.75,0.6439157724380493,0.6875,0.7984445691108704
0.875,0.6582123041152954,0.8125,0.7064845561981201
0.875,0.7050809264183044,0.71875,0.7609933018684387
0.84375,0.5547425746917725,0.8125,0.6635653972625732
0.71875,0.7005195021629333,0.8125,0.6666640639305115
0.875,0.530558168888092,0.96875,0.4311090409755707
0.84375,0.4684913754463196,0.71875,0.7462741732597351
