train_accuracy,train_loss,validation_accuracy,validation_loss
0.25,21.94659423828125,0.0,28.989639282226562
0.0,3.770354747772217,0.0,3.93349027633667
0.125,2.9549989700317383,0.25,3.1512298583984375
0.0,3.65689754486084,0.125,3.3257875442504883
0.0,2.444063425064087,0.25,3.2868528366088867
0.125,3.3339099884033203,0.125,2.1590843200683594
0.125,2.329791784286499,0.25,3.929405450820923
0.25,1.6629546880722046,0.125,2.5658836364746094
0.375,12.883665084838867,0.0,4.28514289855957
0.0,3.129767417907715,0.375,1.7901270389556885
0.125,2.036703109741211,0.375,2.8389108180999756
0.5,1.6626489162445068,0.25,2.2470099925994873
0.25,1.8777897357940674,0.0,3.0194687843322754
0.5,1.6355690956115723,0.375,1.5968506336212158
0.125,3.1905999183654785,0.375,8.18578815460205
0.25,1.9374148845672607,0.25,4.558530330657959
0.5,1.4144537448883057,0.375,2.3683722019195557
0.125,2.7402098178863525,0.5,1.7367961406707764
0.25,1.6908825635910034,0.625,1.1084601879119873
0.25,1.9730627536773682,0.25,1.7290681600570679
0.25,2.19716477394104,0.125,1.956712007522583
0.125,2.011931896209717,0.5,1.3583327531814575
0.125,2.0100600719451904,0.375,1.6425015926361084
0.25,1.6209840774536133,0.375,2.13753604888916
0.375,1.90386164188385,0.5,1.0057880878448486
0.25,2.385897159576416,0.5,2.21435546875
0.375,2.07498836517334,0.25,2.273376703262329
0.375,1.6986140012741089,0.25,1.4842455387115479
0.5,1.3789558410644531,0.375,1.4437808990478516
0.375,1.6557122468948364,0.125,1.7957966327667236
