train_accuracy,train_loss,validation_accuracy,validation_loss
0.625,1.0216985940933228,0.5078125,1.3403346538543701
0.734375,0.7373014688491821,0.6015625,1.1782015562057495
0.75,0.7602141499519348,0.609375,1.1948516368865967
0.8828125,0.4105851352214813,0.6796875,0.8846572041511536
0.8984375,0.2663821578025818,0.7109375,0.9795638918876648
0.921875,0.24177812039852142,0.7734375,0.7372970581054688
0.96875,0.11711995303630829,0.71875,0.9527438282966614
0.9921875,0.04584261029958725,0.6640625,1.1039930582046509
0.9921875,0.033871810883283615,0.7109375,1.0551365613937378
1.0,0.005527452565729618,0.7265625,1.1054190397262573
1.0,0.0016898132162168622,0.71875,1.1560115814208984
1.0,0.0004868848482146859,0.7109375,1.5526642799377441
1.0,0.0004613248456735164,0.7890625,1.0705881118774414
1.0,0.00036964702303521335,0.703125,1.5780755281448364
1.0,0.0002881752443499863,0.734375,1.2051668167114258
1.0,0.0003417900006752461,0.7578125,1.1129748821258545
1.0,0.00021048958296887577,0.7421875,1.2033332586288452
1.0,0.00045972762745805085,0.8046875,0.8984311819076538
1.0,0.00030663004145026207,0.71875,1.3744657039642334
1.0,0.0001584222336532548,0.796875,0.9458610415458679
