train_loss,validation_loss,train_variance,validation_variance
3.611629609500661,3.59685320854187,26.744693756103516,28.385196685791016
3.326943548987892,3.3908706903457646,26.057504653930664,33.753292083740234
3.0578089910395008,3.1657032489776618,20.375995635986328,24.647769927978516
2.9361742805032156,3.0894865274429324,22.271484375,25.720129013061523
2.833266176896936,3.0512719392776493,23.11497688293457,30.25660514831543
2.8165907915900736,3.001745843887329,12.158228874206543,13.876248359680176
2.8234555384692004,3.031812024116516,12.612588882446289,14.057027816772461
2.6794784125159765,2.946202778816223,13.765137672424316,16.246170043945312
2.64257939563078,2.9432562351226808,25.092557907104492,24.450929641723633
2.5303369269651528,2.8743777990341184,15.21198844909668,21.04908561706543
2.450112222222721,2.902439498901367,57.951942443847656,83.04469299316406
2.3337723451502184,2.8607888221740723,25.380834579467773,34.98305892944336
2.252351765071643,2.7819462656974796,40.91813659667969,57.439083099365234
2.207399944698109,2.7690832853317255,38.74734115600586,52.098411560058594
2.192105671938728,2.7706098318099976,39.695526123046875,55.04601287841797
2.1827778535730684,2.73937109708786,38.42375946044922,54.91661834716797
2.191443687326768,2.7969533205032353,42.464412689208984,60.6049690246582
2.159608007879819,2.7692482709884643,41.16241455078125,62.66848373413086
2.1545875409070185,2.7963211297988892,46.558937072753906,66.48928833007812
2.1330282085082106,2.784600830078125,45.809722900390625,63.36746597290039
