train_accuracy,train_loss,validation_accuracy,validation_loss
0.4765625,1.3555265665054321,0.513671875,1.2879548072814941
0.548828125,1.2232415676116943,0.580078125,1.232336163520813
0.59375,1.1086194515228271,0.662109375,0.972957193851471
0.67578125,0.9314196705818176,0.712890625,0.8519741296768188
0.677734375,0.9227635860443115,0.689453125,0.9389731287956238
0.74609375,0.7748673558235168,0.724609375,0.8139713406562805
0.7421875,0.7425617575645447,0.763671875,0.7295368909835815
0.79296875,0.6042770147323608,0.79296875,0.5868683457374573
0.79296875,0.5650948286056519,0.77734375,0.6242430210113525
0.80078125,0.558565616607666,0.810546875,0.6105356812477112
0.82421875,0.4769634008407593,0.83203125,0.46792447566986084
0.80859375,0.5266038179397583,0.826171875,0.5078755021095276
0.849609375,0.4270455837249756,0.84375,0.47762244939804077
0.853515625,0.36941659450531006,0.8203125,0.5103601217269897
0.869140625,0.3935075104236603,0.82421875,0.46912702918052673
0.888671875,0.3479020893573761,0.837890625,0.46285027265548706
0.884765625,0.3448452353477478,0.873046875,0.44633108377456665
0.869140625,0.35932841897010803,0.8671875,0.37021610140800476
0.916015625,0.24543775618076324,0.892578125,0.3552858829498291
0.8984375,0.2736400365829468,0.85546875,0.5524914860725403
0.884765625,0.2823299765586853,0.875,0.4558524787425995
0.90625,0.27258554100990295,0.865234375,0.46447500586509705
0.939453125,0.19082464277744293,0.87890625,0.41177240014076233
0.92578125,0.19550275802612305,0.869140625,0.4186009466648102
0.947265625,0.15112563967704773,0.876953125,0.3982722759246826
0.943359375,0.18497386574745178,0.8828125,0.4690479040145874
0.916015625,0.2375522404909134,0.87109375,0.43846094608306885
0.951171875,0.14095936715602875,0.85546875,0.45752161741256714
0.935546875,0.17682009935379028,0.88671875,0.40674665570259094
0.943359375,0.15533827245235443,0.916015625,0.31022828817367554
