train_accuracy,train_loss,validation_accuracy,validation_loss
0.421875,1.6108198165893555,0.453125,1.3915151357650757
0.5078125,1.4206510782241821,0.546875,1.3073982000350952
0.5703125,1.301766276359558,0.640625,1.1262938976287842
0.5,1.3376438617706299,0.578125,1.0409961938858032
0.546875,1.2506992816925049,0.5859375,1.1868988275527954
0.6640625,0.9358853697776794,0.65625,0.9339608550071716
0.6875,0.8846800923347473,0.6875,0.8351631760597229
0.7421875,0.8252197504043579,0.671875,1.0591883659362793
0.6796875,0.8558562994003296,0.78125,0.6879521608352661
0.7734375,0.6738169193267822,0.734375,0.8057495951652527
0.703125,0.7650963068008423,0.7109375,0.8134073615074158
0.75,0.7004711627960205,0.796875,0.5349858403205872
0.8125,0.5806228518486023,0.7734375,0.65591961145401
0.828125,0.5846632122993469,0.7890625,0.649272084236145
0.78125,0.5489625334739685,0.84375,0.4455551207065582
0.8046875,0.5197432637214661,0.84375,0.5220559239387512
0.828125,0.49175676703453064,0.8671875,0.4451367259025574
0.8515625,0.502668559551239,0.9140625,0.3543663024902344
0.8046875,0.48070228099823,0.828125,0.5019530057907104
0.8046875,0.4755347669124603,0.8359375,0.4381091594696045
