train_accuracy,train_loss,validation_accuracy,validation_loss
0.25,17.760635375976562,0.25,10.781981468200684
0.25,9.321730613708496,0.125,9.277535438537598
0.125,2.8642191886901855,0.375,2.388174295425415
0.125,3.0090551376342773,0.0,3.4825267791748047
0.375,1.617798089981079,0.125,5.2903900146484375
0.25,9.272568702697754,0.125,5.631397247314453
0.5,1.7448464632034302,0.25,2.4304146766662598
0.0,3.8654305934906006,0.25,4.165221691131592
0.25,3.004427194595337,0.125,1.873087763786316
0.0,7.86340856552124,0.25,4.242335796356201
0.125,2.2085869312286377,0.25,1.8428282737731934
0.5,1.6912440061569214,0.25,4.017249584197998
0.375,3.5653274059295654,0.25,2.835599899291992
0.25,4.6298346519470215,0.125,5.91741418838501
0.5,1.4891117811203003,0.375,1.5451014041900635
0.625,1.250247597694397,0.25,1.9753438234329224
0.375,1.5482429265975952,0.25,3.181948661804199
0.375,1.4124774932861328,0.25,2.1415207386016846
0.125,3.162503242492676,0.125,2.748164415359497
0.25,1.7303861379623413,0.25,2.782407283782959
0.25,2.0540096759796143,0.0,3.308194160461426
0.125,2.9203457832336426,0.375,1.8592149019241333
0.25,1.9024555683135986,0.5,1.3695299625396729
0.375,1.6576017141342163,0.5,1.3270210027694702
0.5,2.2109451293945312,0.25,1.677060604095459
0.5,1.344079613685608,0.5,2.239687919616699
0.5,1.2241569757461548,0.25,1.5808104276657104
0.125,1.6589306592941284,0.5,1.7985066175460815
0.375,1.4462730884552002,0.375,2.361900806427002
0.375,1.5128846168518066,0.25,1.6093417406082153
