train_accuracy,train_loss,validation_accuracy,validation_loss
0.0,5.459105014801025,0.0,9.181084632873535
0.0,6.444605827331543,0.0,7.165276527404785
0.125,3.352531671524048,0.125,2.888850688934326
0.0,11.539371490478516,0.25,3.0052714347839355
0.0,3.4694061279296875,0.125,3.0983991622924805
0.5,11.720479011535645,0.0,3.1559250354766846
0.125,5.5220627784729,0.0,3.1637492179870605
0.25,2.593947172164917,0.25,2.1295006275177
0.25,1.4748765230178833,0.25,21.00859260559082
0.25,1.7620537281036377,0.375,1.9628610610961914
0.375,1.6173551082611084,0.0,2.513378620147705
0.375,1.6317894458770752,0.25,3.4188284873962402
0.125,2.528447389602661,0.125,2.024822473526001
0.0,2.150376081466675,0.375,1.8847273588180542
0.125,1.7207010984420776,0.125,1.7316702604293823
0.125,1.6231462955474854,0.0,1.9938244819641113
0.375,2.043842315673828,0.25,1.808191180229187
0.25,1.9459025859832764,0.375,1.4700552225112915
0.375,1.4872328042984009,0.375,1.6483080387115479
0.5,1.6550239324569702,0.375,1.3516441583633423
0.125,1.3595643043518066,0.25,4.96856689453125
0.25,1.6549065113067627,0.5,1.4615089893341064
0.25,1.7581539154052734,0.5,1.556560754776001
0.5,1.7786533832550049,0.625,1.5463893413543701
0.25,2.896152973175049,0.5,1.339835286140442
0.5,1.3016011714935303,0.625,1.311422348022461
0.375,1.779489517211914,0.375,2.0965003967285156
0.5,1.3136096000671387,0.375,1.778694748878479
0.5,1.665747880935669,0.375,2.0964529514312744
0.125,1.6715198755264282,0.5,1.4756956100463867
